msg_index, msg_priority, msg_type, msg_start_time(ts), msg_fail_send
1, 4, b, 1700207004.57350920, 0
2, 4, b, 1700207004.59196779, 0
3, 4, b, 1700207004.60579512, 0
4, 4, b, 1700207004.61727781, 0
5, 4, b, 1700207004.62948901, 0
6, 4, b, 1700207004.64200290, 0
7, 4, b, 1700207004.65414000, 0
8, 4, b, 1700207004.66871237, 0
9, 4, b, 1700207004.68586352, 0
10, 4, b, 1700207004.69984778, 0
11, 4, b, 1700207004.71424657, 0
12, 4, b, 1700207004.72551276, 0
13, 4, b, 1700207004.74204856, 0
14, 4, b, 1700207004.75589239, 0
15, 4, b, 1700207004.76827782, 0
16, 4, b, 1700207004.78352881, 0
17, 4, b, 1700207004.79910922, 0
18, 4, b, 1700207004.81341626, 0
19, 4, b, 1700207004.83031905, 0
20, 4, b, 1700207004.85053562, 0
21, 4, b, 1700207004.86746325, 0
22, 4, b, 1700207004.89006377, 0
23, 4, b, 1700207004.90361861, 0
24, 4, b, 1700207004.92046455, 0
25, 4, b, 1700207004.93479631, 0
26, 4, b, 1700207004.94747088, 0
27, 4, b, 1700207004.96345808, 0
28, 4, b, 1700207004.97944425, 0
29, 4, b, 1700207004.99238743, 0
30, 4, b, 1700207004.100501771, 0
31, 4, b, 1700207004.101813588, 0
32, 4, b, 1700207004.103730275, 0
33, 4, b, 1700207004.105660976, 0
34, 4, b, 1700207004.107097046, 0
35, 4, b, 1700207004.108734839, 0
36, 4, b, 1700207004.110293364, 0
37, 4, b, 1700207004.111596207, 0
38, 4, b, 1700207004.113062018, 0
39, 4, b, 1700207004.114382424, 0
40, 4, b, 1700207004.115710380, 0
41, 4, b, 1700207004.116938946, 0
42, 4, b, 1700207004.118110421, 0
43, 4, b, 1700207004.119709372, 0
44, 4, b, 1700207004.121315511, 0
45, 4, b, 1700207004.122919216, 0
46, 4, b, 1700207004.124194205, 0
47, 4, b, 1700207004.125585055, 0
48, 4, b, 1700207004.127357564, 0
49, 4, b, 1700207004.128709978, 0
50, 4, b, 1700207004.130097797, 0
51, 4, b, 1700207004.131881764, 0
52, 4, b, 1700207004.133525656, 0
53, 4, b, 1700207004.135411485, 0
54, 4, b, 1700207004.136638407, 0
55, 4, b, 1700207004.137966757, 0
56, 4, b, 1700207004.139331636, 0
57, 4, b, 1700207004.140697022, 0
58, 4, b, 1700207004.142445253, 0
59, 4, b, 1700207004.143922686, 0
60, 4, b, 1700207004.145142197, 0
61, 4, b, 1700207004.146281790, 0
62, 4, b, 1700207004.147579086, 0
63, 4, b, 1700207004.148695955, 0
64, 4, b, 1700207004.149894351, 0
65, 4, b, 1700207004.151239838, 0
66, 4, b, 1700207004.152443009, 0
67, 4, b, 1700207004.153872254, 0
68, 4, b, 1700207004.155163313, 0
69, 4, b, 1700207004.156340534, 0
70, 4, b, 1700207004.157605564, 0
71, 4, b, 1700207004.159203876, 0
72, 4, b, 1700207004.160579112, 0
73, 4, b, 1700207004.162106836, 0
74, 4, b, 1700207004.163743639, 0
75, 4, b, 1700207004.165051233, 0
76, 4, b, 1700207004.166357680, 0
77, 4, b, 1700207004.167793626, 0
78, 4, b, 1700207004.169168683, 0
79, 4, b, 1700207004.170914878, 0
80, 4, b, 1700207004.172393453, 0
81, 4, b, 1700207004.174250946, 0
82, 4, b, 1700207004.175386100, 0
83, 4, b, 1700207004.177051630, 0
84, 4, b, 1700207004.178906701, 0
85, 4, b, 1700207004.180038958, 0
86, 4, b, 1700207004.181483105, 0
87, 4, b, 1700207004.182661137, 0
88, 4, b, 1700207004.184466054, 0
89, 4, b, 1700207004.185694848, 0
90, 4, b, 1700207004.186958701, 0
91, 4, b, 1700207004.188090013, 0
92, 4, b, 1700207004.189863795, 0
93, 4, b, 1700207004.191752076, 0
94, 4, b, 1700207004.193626874, 0
95, 4, b, 1700207004.195421035, 0
96, 4, b, 1700207004.197046971, 0
97, 4, b, 1700207004.198630945, 0
98, 4, b, 1700207004.200265358, 0
99, 4, b, 1700207004.201647724, 0
100, 4, b, 1700207004.203523271, 0
101, 4, b, 1700207004.204692893, 0
102, 4, b, 1700207004.206526117, 0
103, 4, b, 1700207004.207978086, 0
104, 4, b, 1700207004.209895038, 0
105, 4, b, 1700207004.211479694, 0
106, 4, b, 1700207004.212675202, 0
107, 4, b, 1700207004.214065940, 0
108, 4, b, 1700207004.215692091, 0
109, 4, b, 1700207004.216912044, 0
110, 4, b, 1700207004.218669808, 0
111, 4, b, 1700207004.220021424, 0
112, 4, b, 1700207004.221516440, 0
113, 4, b, 1700207004.222861861, 0
114, 4, b, 1700207004.224178377, 0
115, 4, b, 1700207004.225647248, 0
116, 4, b, 1700207004.227152103, 0
117, 4, b, 1700207004.230295155, 0
118, 4, b, 1700207004.232365840, 0
119, 4, b, 1700207004.235682061, 0
120, 4, b, 1700207004.236832028, 0
121, 4, b, 1700207004.238075514, 0
122, 4, b, 1700207004.239783073, 0
123, 4, b, 1700207004.241167844, 0
124, 4, b, 1700207004.242624413, 0
125, 4, b, 1700207004.244452141, 0
126, 4, b, 1700207004.245619731, 0
127, 4, b, 1700207004.247121683, 0
128, 4, b, 1700207004.248918048, 0
129, 4, b, 1700207004.250205720, 0
130, 4, b, 1700207004.251384617, 0
131, 4, b, 1700207004.252680444, 0
132, 4, b, 1700207004.254463992, 0
133, 4, b, 1700207004.256836490, 0
134, 4, b, 1700207004.258732751, 0
135, 4, b, 1700207004.261629647, 0
136, 4, b, 1700207004.263407283, 0
137, 4, b, 1700207004.265340637, 0
138, 4, b, 1700207004.266808738, 0
139, 4, b, 1700207004.268067109, 0
140, 4, b, 1700207004.269403291, 0
141, 4, b, 1700207004.271438291, 0
142, 4, b, 1700207004.272819295, 0
143, 4, b, 1700207004.274262312, 0
144, 4, b, 1700207004.275681474, 0
145, 4, b, 1700207004.277600715, 0
146, 4, b, 1700207004.279026079, 0
147, 4, b, 1700207004.280508370, 0
148, 4, b, 1700207004.282711236, 0
149, 4, b, 1700207004.284382383, 0
150, 4, b, 1700207004.286306434, 0
151, 4, b, 1700207004.287756946, 0
152, 4, b, 1700207004.289230256, 0
153, 4, b, 1700207004.291083700, 0
154, 4, b, 1700207004.292606171, 0
155, 4, b, 1700207004.294413278, 0
156, 4, b, 1700207004.296119019, 0
157, 4, b, 1700207004.297322845, 0
158, 4, b, 1700207004.298443790, 0
159, 4, b, 1700207004.299802453, 0
160, 4, b, 1700207004.301239799, 0
161, 4, b, 1700207004.302697071, 0
162, 4, b, 1700207004.303847831, 0
163, 4, b, 1700207004.305000436, 0
164, 4, b, 1700207004.306450196, 0
165, 4, b, 1700207004.308007945, 0
166, 4, b, 1700207004.309433045, 0
167, 4, b, 1700207004.310752022, 0
168, 4, b, 1700207004.311871123, 0
169, 4, b, 1700207004.313290836, 0
170, 4, b, 1700207004.314874489, 0
171, 4, b, 1700207004.316001535, 0
172, 4, b, 1700207004.317321497, 0
173, 4, b, 1700207004.318652399, 0
174, 4, b, 1700207004.320604777, 0
175, 4, b, 1700207004.321906842, 0
176, 4, b, 1700207004.323338523, 0
177, 4, b, 1700207004.324808000, 0
178, 4, b, 1700207004.326242379, 0
179, 4, b, 1700207004.327584874, 0
180, 4, b, 1700207004.328952904, 0
181, 4, b, 1700207004.330416363, 0
182, 4, b, 1700207004.331649096, 0
183, 4, b, 1700207004.333210990, 0
184, 4, b, 1700207004.334755148, 0
185, 4, b, 1700207004.335972021, 0
186, 4, b, 1700207004.337243725, 0
187, 4, b, 1700207004.338494061, 0
188, 4, b, 1700207004.339696075, 0
189, 4, b, 1700207004.341137989, 0
190, 4, b, 1700207004.342585326, 0
191, 4, b, 1700207004.343905673, 0
192, 4, b, 1700207004.345086841, 0
193, 4, b, 1700207004.346260394, 0
194, 4, b, 1700207004.347541068, 0
195, 4, b, 1700207004.348763976, 0
196, 4, b, 1700207004.350092944, 0
197, 4, b, 1700207004.351319815, 0
198, 4, b, 1700207004.352657825, 0
199, 4, b, 1700207004.353952697, 0
200, 4, b, 1700207004.355156420, 0
201, 4, b, 1700207004.356422406, 0
202, 4, b, 1700207004.357676667, 0
203, 4, b, 1700207004.359018182, 0
204, 4, b, 1700207004.360311230, 0
205, 4, b, 1700207004.361531250, 0
206, 4, b, 1700207004.362779709, 0
207, 4, b, 1700207004.364173823, 0
208, 4, b, 1700207004.365484419, 0
209, 4, b, 1700207004.366711453, 0
210, 4, b, 1700207004.368048070, 0
211, 4, b, 1700207004.369385626, 0
212, 4, b, 1700207004.370671384, 0
213, 4, b, 1700207004.371897543, 0
214, 4, b, 1700207004.373167663, 0
215, 4, b, 1700207004.374580716, 0
216, 4, b, 1700207004.375891406, 0
217, 4, b, 1700207004.377025988, 0
218, 4, b, 1700207004.378338429, 0
219, 4, b, 1700207004.379648018, 0
220, 4, b, 1700207004.380954520, 0
221, 4, b, 1700207004.382284991, 0
222, 4, b, 1700207004.383593035, 0
223, 4, b, 1700207004.384873554, 0
224, 4, b, 1700207004.386150321, 0
225, 4, b, 1700207004.387696613, 0
226, 4, b, 1700207004.388874241, 0
227, 4, b, 1700207004.390199184, 0
228, 4, b, 1700207004.391556778, 0
229, 4, b, 1700207004.392957108, 0
230, 4, b, 1700207004.394188669, 0
231, 4, b, 1700207004.395439526, 0
232, 4, b, 1700207004.396688601, 0
233, 4, b, 1700207004.397970767, 0
234, 4, b, 1700207004.399280132, 0
235, 4, b, 1700207004.400846609, 0
236, 4, b, 1700207004.402162120, 0
237, 4, b, 1700207004.403584501, 0
238, 4, b, 1700207004.404745491, 0
239, 4, b, 1700207004.405962755, 0
240, 4, b, 1700207004.407249879, 0
241, 4, b, 1700207004.408477808, 0
242, 4, b, 1700207004.409728311, 0
243, 4, b, 1700207004.410881337, 0
244, 4, b, 1700207004.412101012, 0
245, 4, b, 1700207004.413309715, 0
246, 4, b, 1700207004.414818966, 0
247, 4, b, 1700207004.416054267, 0
248, 4, b, 1700207004.417273196, 0
249, 4, b, 1700207004.418793594, 0
250, 4, b, 1700207004.420006703, 0
251, 4, b, 1700207004.421520712, 0
252, 4, b, 1700207004.422835619, 0
253, 4, b, 1700207004.423982930, 0
254, 4, b, 1700207004.425244814, 0
255, 4, b, 1700207004.426434522, 0
256, 4, b, 1700207004.427730134, 0
257, 4, b, 1700207004.428893311, 0
258, 4, b, 1700207004.430148821, 0
259, 4, b, 1700207004.431395425, 0
260, 4, b, 1700207004.432684488, 0
261, 4, b, 1700207004.433944092, 0
262, 4, b, 1700207004.435146859, 0
263, 4, b, 1700207004.436489235, 0
264, 4, b, 1700207004.437830285, 0
265, 4, b, 1700207004.439030532, 0
266, 4, b, 1700207004.440312002, 0
267, 4, b, 1700207004.442020911, 0
268, 4, b, 1700207004.443692827, 0
269, 4, b, 1700207004.444961318, 0
270, 4, b, 1700207004.446093665, 0
271, 4, b, 1700207004.447317664, 0
272, 4, b, 1700207004.448461021, 0
273, 4, b, 1700207004.449769441, 0
274, 4, b, 1700207004.451300417, 0
275, 4, b, 1700207004.452667814, 0
276, 4, b, 1700207004.454024388, 0
277, 4, b, 1700207004.455241546, 0
278, 4, b, 1700207004.456454816, 0
279, 4, b, 1700207004.457659417, 0
280, 4, b, 1700207004.458881663, 0
281, 4, b, 1700207004.460212953, 0
282, 4, b, 1700207004.461437092, 0
283, 4, b, 1700207004.462719815, 0
284, 4, b, 1700207004.464047818, 0
285, 4, b, 1700207004.465391682, 0
286, 4, b, 1700207004.466552920, 0
287, 4, b, 1700207004.467974069, 0
288, 4, b, 1700207004.469366223, 0
289, 4, b, 1700207004.470639188, 0
290, 4, b, 1700207004.471856027, 0
291, 4, b, 1700207004.473119091, 0
292, 4, b, 1700207004.474506890, 0
293, 4, b, 1700207004.475666980, 0
294, 4, b, 1700207004.476876143, 0
295, 4, b, 1700207004.478153579, 0
296, 4, b, 1700207004.479359009, 0
297, 4, b, 1700207004.480794783, 0
298, 4, b, 1700207004.481976037, 0
299, 4, b, 1700207004.483483151, 0
300, 4, b, 1700207004.484903075, 0
301, 4, b, 1700207004.486073019, 0
302, 4, b, 1700207004.487333684, 0
303, 4, b, 1700207004.488530320, 0
304, 4, b, 1700207004.489816842, 0
305, 4, b, 1700207004.491012692, 0
306, 4, b, 1700207004.492273640, 0
307, 4, b, 1700207004.493480541, 0
308, 4, b, 1700207004.494733814, 0
309, 4, b, 1700207004.495974086, 0
310, 4, b, 1700207004.497196406, 0
311, 4, b, 1700207004.498347925, 0
312, 4, b, 1700207004.499646159, 0
313, 4, b, 1700207004.500830536, 0
314, 4, b, 1700207004.502037176, 0
315, 4, b, 1700207004.503494220, 0
316, 4, b, 1700207004.504908081, 0
317, 4, b, 1700207004.506198029, 0
318, 4, b, 1700207004.507532658, 0
319, 4, b, 1700207004.508864705, 0
320, 4, b, 1700207004.510123399, 0
321, 4, b, 1700207004.511514293, 0
322, 4, b, 1700207004.512710324, 0
323, 4, b, 1700207004.513872827, 0
324, 4, b, 1700207004.515185223, 0
325, 4, b, 1700207004.516389149, 0
326, 4, b, 1700207004.517657856, 0
327, 4, b, 1700207004.518855178, 0
328, 4, b, 1700207004.520096505, 0
329, 4, b, 1700207004.521280493, 0
330, 4, b, 1700207004.522660072, 0
331, 4, b, 1700207004.523886777, 0
332, 4, b, 1700207004.525055357, 0
333, 4, b, 1700207004.526280848, 0
334, 4, b, 1700207004.527618217, 0
335, 4, b, 1700207004.528832156, 0
336, 4, b, 1700207004.530197305, 0
337, 4, b, 1700207004.531415308, 0
338, 4, b, 1700207004.532715619, 0
339, 4, b, 1700207004.533878799, 0
340, 4, b, 1700207004.535182247, 0
341, 4, b, 1700207004.536423426, 0
342, 4, b, 1700207004.537692560, 0
343, 4, b, 1700207004.538876336, 0
344, 4, b, 1700207004.540134892, 0
345, 4, b, 1700207004.541398649, 0
346, 4, b, 1700207004.542634316, 0
347, 4, b, 1700207004.543803200, 0
348, 4, b, 1700207004.545218030, 0
349, 4, b, 1700207004.546537059, 0
350, 4, b, 1700207004.547788882, 0
351, 4, b, 1700207004.548958196, 0
352, 4, b, 1700207004.550232923, 0
353, 4, b, 1700207004.551511874, 0
354, 4, b, 1700207004.552732533, 0
355, 4, b, 1700207004.554250668, 0
356, 4, b, 1700207004.555423196, 0
357, 4, b, 1700207004.556632162, 0
358, 4, b, 1700207004.557939009, 0
359, 4, b, 1700207004.559190868, 0
360, 4, b, 1700207004.560476357, 0
361, 4, b, 1700207004.561741133, 0
362, 4, b, 1700207004.563076301, 0
363, 4, b, 1700207004.564243416, 0
364, 4, b, 1700207004.565618367, 0
365, 4, b, 1700207004.566826518, 0
366, 4, b, 1700207004.568105222, 0
367, 4, b, 1700207004.569323872, 0
368, 4, b, 1700207004.570537717, 0
369, 4, b, 1700207004.571955562, 0
370, 4, b, 1700207004.573319276, 0
371, 4, b, 1700207004.574613932, 0
372, 4, b, 1700207004.575779488, 0
373, 4, b, 1700207004.577257254, 0
374, 4, b, 1700207004.578422739, 0
375, 4, b, 1700207004.579907573, 0
376, 4, b, 1700207004.581193191, 0
377, 4, b, 1700207004.582472175, 0
378, 4, b, 1700207004.583666869, 0
379, 4, b, 1700207004.585004288, 0
380, 4, b, 1700207004.586245889, 0
381, 4, b, 1700207004.587439525, 0
382, 4, b, 1700207004.588670254, 0
383, 4, b, 1700207004.590129112, 0
384, 4, b, 1700207004.591368815, 0
385, 4, b, 1700207004.592525459, 0
386, 4, b, 1700207004.593735579, 0
387, 4, b, 1700207004.595126612, 0
388, 4, b, 1700207004.596336559, 0
389, 4, b, 1700207004.597502217, 0
390, 4, b, 1700207004.598684341, 0
391, 4, b, 1700207004.599952587, 0
392, 4, b, 1700207004.601444601, 0
393, 4, b, 1700207004.602981164, 0
394, 4, b, 1700207004.604181556, 0
395, 4, b, 1700207004.605361215, 0
396, 4, b, 1700207004.606869926, 0
397, 4, b, 1700207004.608094296, 0
398, 4, b, 1700207004.609339296, 0
399, 4, b, 1700207004.610513053, 0
400, 4, b, 1700207004.611862005, 0
401, 4, b, 1700207004.613160951, 0
402, 4, b, 1700207004.614447710, 0
403, 4, b, 1700207004.615653891, 0
404, 4, b, 1700207004.616857569, 0
405, 4, b, 1700207004.618071959, 0
406, 4, b, 1700207004.619289015, 0
407, 4, b, 1700207004.620718358, 0
408, 4, b, 1700207004.622129540, 0
409, 4, b, 1700207004.623324919, 0
410, 4, b, 1700207004.624457354, 0
411, 4, b, 1700207004.625645287, 0
412, 4, b, 1700207004.626832088, 0
413, 4, b, 1700207004.628153499, 0
414, 4, b, 1700207004.629549889, 0
415, 4, b, 1700207004.630792285, 0
416, 4, b, 1700207004.632030289, 0
417, 4, b, 1700207004.633322345, 0
418, 4, b, 1700207004.634501702, 0
419, 4, b, 1700207004.635834871, 0
420, 4, b, 1700207004.637000086, 0
421, 4, b, 1700207004.638314762, 0
422, 4, b, 1700207004.639538986, 0
423, 4, b, 1700207004.640764609, 0
424, 4, b, 1700207004.642052922, 0
425, 4, b, 1700207004.643267442, 0
426, 4, b, 1700207004.644709447, 0
427, 4, b, 1700207004.645875014, 0
428, 4, b, 1700207004.647110063, 0
429, 4, b, 1700207004.648350868, 0
430, 4, b, 1700207004.649601635, 0
431, 4, b, 1700207004.650943193, 0
432, 4, b, 1700207004.652306587, 0
433, 4, b, 1700207004.653506076, 0
434, 4, b, 1700207004.654826033, 0
435, 4, b, 1700207004.656018680, 0
436, 4, b, 1700207004.657329606, 0
437, 4, b, 1700207004.658572354, 0
438, 4, b, 1700207004.659824126, 0
439, 4, b, 1700207004.661044401, 0
440, 4, b, 1700207004.662497341, 0
441, 4, b, 1700207004.663743648, 0
442, 4, b, 1700207004.665153235, 0
443, 4, b, 1700207004.666337412, 0
444, 4, b, 1700207004.667560906, 0
445, 4, b, 1700207004.668748197, 0
446, 4, b, 1700207004.670138131, 0
447, 4, b, 1700207004.671623142, 0
448, 4, b, 1700207004.672838976, 0
449, 4, b, 1700207004.673988519, 0
450, 4, b, 1700207004.675268777, 0
451, 4, b, 1700207004.676462815, 0
452, 4, b, 1700207004.677912268, 0
453, 4, b, 1700207004.679336833, 0
454, 4, b, 1700207004.680527251, 0
455, 4, b, 1700207004.681847488, 0
456, 4, b, 1700207004.683147683, 0
457, 4, b, 1700207004.684374488, 0
458, 4, b, 1700207004.685663429, 0
459, 4, b, 1700207004.686891502, 0
460, 4, b, 1700207004.688148784, 0
461, 4, b, 1700207004.689486651, 0
462, 4, b, 1700207004.690694028, 0
463, 4, b, 1700207004.691919170, 0
464, 4, b, 1700207004.693113291, 0
465, 4, b, 1700207004.694407880, 0
466, 4, b, 1700207004.695575611, 0
467, 4, b, 1700207004.696821830, 0
468, 4, b, 1700207004.698076671, 0
469, 4, b, 1700207004.699410710, 0
470, 4, b, 1700207004.700722750, 0
471, 4, b, 1700207004.701961681, 0
472, 4, b, 1700207004.703261319, 0
473, 4, b, 1700207004.704665012, 0
474, 4, b, 1700207004.705949536, 0
475, 4, b, 1700207004.707197810, 0
476, 4, b, 1700207004.708422579, 0
477, 4, b, 1700207004.709725756, 0
478, 4, b, 1700207004.710918015, 0
479, 4, b, 1700207004.712260337, 0
480, 4, b, 1700207004.713507393, 0
481, 4, b, 1700207004.714713633, 0
482, 4, b, 1700207004.716039124, 0
483, 4, b, 1700207004.717296106, 0
484, 4, b, 1700207004.718533595, 0
485, 4, b, 1700207004.719977668, 0
486, 4, b, 1700207004.721219375, 0
487, 4, b, 1700207004.722412138, 0
488, 4, b, 1700207004.723810300, 0
489, 4, b, 1700207004.725003095, 0
490, 4, b, 1700207004.726201173, 0
491, 4, b, 1700207004.727542490, 0
492, 4, b, 1700207004.728692500, 0
493, 4, b, 1700207004.729924595, 0
494, 4, b, 1700207004.731145092, 0
495, 4, b, 1700207004.732458750, 0
496, 4, b, 1700207004.733653935, 0
497, 4, b, 1700207004.734950507, 0
498, 4, b, 1700207004.736255374, 0
499, 4, b, 1700207004.737516928, 0
500, 4, b, 1700207004.738787706, 0
501, 4, b, 1700207004.740086740, 0
502, 4, b, 1700207004.741248369, 0
503, 4, b, 1700207004.742632642, 0
504, 4, b, 1700207004.743875712, 0
505, 4, b, 1700207004.745047030, 0
506, 4, b, 1700207004.746381766, 0
507, 4, b, 1700207004.747568283, 0
508, 4, b, 1700207004.748794958, 0
509, 4, b, 1700207004.750120603, 0
510, 4, b, 1700207004.751436555, 0
511, 4, b, 1700207004.752684610, 0
512, 4, b, 1700207004.753950144, 0
513, 4, b, 1700207004.755164373, 0
514, 4, b, 1700207004.756329747, 0
515, 4, b, 1700207004.757550656, 0
516, 4, b, 1700207004.758858289, 0
517, 4, b, 1700207004.760212712, 0
518, 4, b, 1700207004.761454408, 0
519, 4, b, 1700207004.762921668, 0
520, 4, b, 1700207004.764119542, 0
521, 4, b, 1700207004.765371798, 0
522, 4, b, 1700207004.766621523, 0
523, 4, b, 1700207004.767784306, 0
524, 4, b, 1700207004.769096161, 0
525, 4, b, 1700207004.770511354, 0
526, 4, b, 1700207004.771738942, 0
527, 4, b, 1700207004.772998023, 0
528, 4, b, 1700207004.774188774, 0
529, 4, b, 1700207004.776057375, 0
530, 4, b, 1700207004.777867005, 0
531, 4, b, 1700207004.779144130, 0
532, 4, b, 1700207004.780365790, 0
533, 4, b, 1700207004.781612958, 0
534, 4, b, 1700207004.782944490, 0
535, 4, b, 1700207004.784181274, 0
536, 4, b, 1700207004.785418405, 0
537, 4, b, 1700207004.786729420, 0
538, 4, b, 1700207004.787898584, 0
539, 4, b, 1700207004.789072952, 0
540, 4, b, 1700207004.790234475, 0
541, 4, b, 1700207004.791471389, 0
542, 4, b, 1700207004.792790416, 0
543, 4, b, 1700207004.793973712, 0
544, 4, b, 1700207004.795346125, 0
545, 4, b, 1700207004.796633695, 0
546, 4, b, 1700207004.797947809, 0
547, 4, b, 1700207004.799268380, 0
548, 4, b, 1700207004.800442898, 0
549, 4, b, 1700207004.801638269, 0
550, 4, b, 1700207004.803244616, 0
551, 4, b, 1700207004.804693215, 0
552, 4, b, 1700207004.806123738, 0
553, 4, b, 1700207004.807696072, 0
554, 4, b, 1700207004.809064689, 0
555, 4, b, 1700207004.810664635, 0
556, 4, b, 1700207004.812256436, 0
557, 4, b, 1700207004.814292862, 0
558, 4, b, 1700207004.815715101, 0
559, 4, b, 1700207004.817406487, 0
560, 4, b, 1700207004.819485807, 0
561, 4, b, 1700207004.820926045, 0
562, 4, b, 1700207004.822216742, 0
563, 4, b, 1700207004.823479997, 0
564, 4, b, 1700207004.824613646, 0
565, 4, b, 1700207004.825943432, 0
566, 4, b, 1700207004.827379132, 0
567, 4, b, 1700207004.828921468, 0
568, 4, b, 1700207004.830303922, 0
569, 4, b, 1700207004.831699028, 0
570, 4, b, 1700207004.832848597, 0
571, 4, b, 1700207004.834031178, 0
572, 4, b, 1700207004.835287157, 0
573, 4, b, 1700207004.837224475, 0
574, 4, b, 1700207004.838635481, 0
575, 4, b, 1700207004.839907563, 0
576, 4, b, 1700207004.841457807, 0
577, 4, b, 1700207004.842821952, 0
578, 4, b, 1700207004.844137465, 0
579, 4, b, 1700207004.845765102, 0
580, 4, b, 1700207004.846936757, 0
581, 4, b, 1700207004.848811639, 0
582, 4, b, 1700207004.850081726, 0
583, 4, b, 1700207004.851467711, 0
584, 4, b, 1700207004.853638507, 0
585, 4, b, 1700207004.855002995, 0
586, 4, b, 1700207004.856191465, 0
587, 4, b, 1700207004.857748307, 0
588, 4, b, 1700207004.859331355, 0
589, 4, b, 1700207004.861503684, 0
590, 4, b, 1700207004.862702540, 0
591, 4, b, 1700207004.864320499, 0
592, 4, b, 1700207004.866052625, 0
593, 4, b, 1700207004.867207596, 0
594, 4, b, 1700207004.868494746, 0
595, 4, b, 1700207004.869782061, 0
596, 4, b, 1700207004.871131849, 0
597, 4, b, 1700207004.873108692, 0
598, 4, b, 1700207004.874443386, 0
599, 4, b, 1700207004.875738721, 0
600, 4, b, 1700207004.877242027, 0
